name,category,rarity,value,capacity,how_to_get,icon
Pirate Ticket J,Event,5,0,5,"Reward from Event Quest ""Jump: Boiling Magma""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Famitsu Ticket,Event,5,0,5,"Reward from Event Quest ""Famitsu: Mizutsune Feature""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Dengeki Ticket,Event,5,0,5,"Reward from Event Quest ""Dengeki: Turbulent Seas""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Uniqlo Coin S,Event,5,0,5,"Reward from Event Quest ""Uniqlo Shock Fest""",https://static.wikia.nocookie.net/monsterhunter/images/a/a6/MH4G-Coin_Icon_Green.png
Wind Waker,Event,5,0,5,"Reward from Event Quest ""A Hero's Return""",https://static.wikia.nocookie.net/monsterhunter/images/e/e1/MH4G-Question_Mark_Icon_White.png
Arwing Boarding Pass,Event,5,0,5,"Reward from Event Quest ""Star Fox: Battle at Arctic Ridge""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Super Mushroom,Event,5,0,5,"Reward from Event Quest ""Mario: The White Donkey Kong?""",https://static.wikia.nocookie.net/monsterhunter/images/9/96/MH4G-Mushroom_Icon_Red.png
Design Pattern,Event,5,0,5,"Reward from Event Quest ""Animal Crossing: Picnic Day""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Triforce,Event,5,0,5,"Reward from Event Quest ""The Three Virtues""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Samus Coin,Event,5,0,5,"Reward from Event Quest ""Metroid: Special Mission""",https://static.wikia.nocookie.net/monsterhunter/images/6/69/MH4G-Coin_Icon_Orange.png
Goddess's Grace,Event,5,0,5,"Reward from Event Quest ""The Steel Vanguard""",https://static.wikia.nocookie.net/monsterhunter/images/4/4e/MH4G-Jewel_Icon_Light_Blue.png
Goddess's Embrace,Event,5,0,5,"Reward from Event Quest ""The Voracious King""",https://static.wikia.nocookie.net/monsterhunter/images/e/e5/MH4G-Mantle_Icon_Light_Blue.png
SF Coin,Event,5,0,5,"Reward from Event Quest ""SF: Ultimate Entrance Exam""",https://static.wikia.nocookie.net/monsterhunter/images/4/47/MH4G-Coin_Icon_Pink.png
Red Orb,Event,5,0,5,"Reward from Event Quest ""DMC: The Seltas Queen's Cry""",https://static.wikia.nocookie.net/monsterhunter/images/d/dc/MH4G-Egg_Icon_Red.png
Ceratanium,Event,5,0,5,"Reward from Event Quest ""Mega Man: Yellow Devil""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ore_Icon_Blue.png
Hero's Seal,Event,5,0,5,"Reward from Event Quest ""Capcom: Brilliant Orchestra""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Baby Journal,Event,5,0,5,In Item Box at the start of the game,https://static.wikia.nocookie.net/monsterhunter/images/b/b0/MH4G-Book_Icon_Orange.png
Sunsnug Journal,Event,5,0,5,"Reward from Event Quest ""​Felyne Village: The Tourney""",https://static.wikia.nocookie.net/monsterhunter/images/f/fa/MH4G-Book_Icon_Pink.png
Fan Club Newsletter,Event,5,0,5,"Reward from Event Quest ""Fan Club: Arena Action""",https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Ticket_Icon_Pink.png
Fan Club Application,Event,5,0,5,"Reward from Event Quest ""Fan Club: Great All Stars""",https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Ticket_Icon_Pink.png
Fan Club Invite,Event,5,0,5,"Reward from Event Quest ""Fan Club: Remobra Removal""",https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Ticket_Icon_Pink.png
Puppet Ticket,Event,5,0,5,"Reward from Event Quest ""Capcom: White & Black""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Great Stone,Event,5,0,5,"Reward from Event Quest ""Capcom: The Ruler's Rage""",https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Courier's Letter,Event,5,0,5,"Reward from Event Quest ""Too Hot to Handle""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
JDL Badge,Event,5,0,5,"Reward from Event Quest ""Case Closed: Monster Files""",https://static.wikia.nocookie.net/monsterhunter/images/b/b7/ItemIcon006.png
Salaryman Coin,Event,5,0,5,"Reward from Event Quest ""CoroCoro: Fart of Darkness""",https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coin_Icon_Brown.png
Silver Crystal,Event,5,0,5,"Reward from Event Quest ""Nakayoshi: Silver Crystal""",https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Kaioh Certificate,Event,5,0,5,"Reward from Event Quest ""Baki: Deadly Claws""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
WORST Coin,Event,5,0,5,"Reward from Event Quest ""WORST: Skull Motif""",https://static.wikia.nocookie.net/monsterhunter/images/6/6f/MH4G-Coin_Icon_Purple.png
Celestial Scroll,Event,5,0,5,"Reward from Event Quest ""Okami: Most Wanted""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Arthur's Armor,Event,5,0,5,"Reward from Event Quest ""Ghosts 'n Goblins: Seeing Red""",https://static.wikia.nocookie.net/monsterhunter/images/2/23/MH3icon-Plate.png
Turnabout Ticket,Event,5,0,5,"Reward from Event Quest ""Turnabout Takedown""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Navirou Ticket,Event,5,0,5,In Item Box at the start of the game,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
F Spirit Stone,Event,5,0,5,"Reward from Event Quest ""Capcom: Prowler's Spirit""",https://static.wikia.nocookie.net/monsterhunter/images/b/b7/ItemIcon006.png
Famitsu Coupon,Event,5,0,5,"Reward from Event Quest ""Famitsu: Kecha the Scoop!""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Dengeki Ticket XX,Event,5,0,5,"Reward from Event Quest ""Dengeki: Top of Old Sparky""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Buccaneer Ticket J,Event,5,0,5,"Reward from Event Quest ""Jump: The Desert Crown""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Flying Xin Mark,Event,5,0,5,"Reward from Event Quest ""Kingdom: Test of the Best!""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Evidence,Event,5,0,5,"Reward from Event Quest ""Case Closed: Desert Arrest!""",https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Magic Realm Key,Event,5,0,5,"Reward from Event Quest ""Shonen: Winged Nocturne""",https://static.wikia.nocookie.net/monsterhunter/images/4/4b/MH4G-Question_Mark_Icon_Yellow.png
Taisha-ryu Codex,Event,5,0,5,"Reward from Event Quest ""Drifters: Isle of Lost Souls""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Zaruba Fragment,Event,5,0,5,"Reward from Event Quest ""Into the Maw of Darkness""",https://static.wikia.nocookie.net/monsterhunter/images/9/94/MH4G-Ore_Icon_Yellow.png
Zelda Ticket,Event,5,0,5,"Reward from Event Quest ""The Legend of Zelda: Power""",https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Zelda Ticket G,Event,5,0,5,"Reward from Event Quest ""The Legend of Zelda: Courage""",https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Zelda Ticket P,Event,5,0,5,"Reward from Event Quest ""The Legend of Zelda: Wisdom""",https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Sealing Shield,Event,5,0,5,"Reward from Event Quest ""Fire Emblem: Warding Despair""",https://static.wikia.nocookie.net/monsterhunter/images/1/11/MH4G-Jewel_Icon_Orange.png
Club Promotion,Event,5,0,5,"Reward from Event Quest ""Fan Club: Climbing The Ranks""",https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Ticket_Icon_Pink.png
Option,Event,5,0,5,"Reward from Event Quest ""Strider: Frozen Mission""",https://static.wikia.nocookie.net/monsterhunter/images/1/17/MH4G-Mushroom_Icon_Grey.png
Studio Pass,Event,5,0,5,"Reward from Event Quest ""Flames of Savagery at USJ""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Happy Egg,Event,5,0,5,"Reward from Event Quest ""サンリオ・ひとぐでしようぜ""",https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Egg_Icon_Yellow.png
Spirits Stone,Event,5,0,5,"Reward from Event Quest ""カプコン・燃えるスピリッツ""",https://static.wikia.nocookie.net/monsterhunter/images/b/b7/ItemIcon006.png
Extraordinary Pass,Event,5,0,5,"Reward from Event Quest ""Dance of Dreams at USJ""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Gold Studio Pass,Event,5,0,5,"Reward from Event Quest ""Blazing Thunder at USJ""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Wonderful Pass,Event,5,0,5,"Reward from Event Quest ""Frost and Fire at USJ""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Salmon Fillet,Event,5,0,5,"Reward from Event Quest ""サンリオ・お魚たちを救え!""",https://static.wikia.nocookie.net/monsterhunter/images/1/14/MH4G-Fish_Icon_Pink.png
Macross Delta Coin,Event,5,0,5,"Reward from Event Quest ""マクロスΔ・新たなる戦乙女達""",https://static.wikia.nocookie.net/monsterhunter/images/b/b7/ItemIcon006.png
Wonderful Egg,Event,5,0,5,"Reward from Event Quest ""サンリオ・ひとぐでしようニャ""",https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Egg_Icon_Yellow.png
Hunter Certificate,Event,5,0,5,"Reward from Event Quest ""ハンター×ハンター・最終試験""",https://static.wikia.nocookie.net/monsterhunter/images/b/b7/ItemIcon006.png
Unique Pass,Event,5,0,5,"Reward from Event Quest ""ＵＳＪ・幻惑なる２頭の輪舞曲""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Original Pass,Event,5,0,5,"Reward from Event Quest ""ＵＳＪ・天翔ける輝星の軌跡""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Exceptional Pass,Event,5,0,5,"Reward from Event Quest ""ＵＳＪ・霊峰に吹き荒れる嵐""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Novel Pass,Event,5,0,5,"Reward from Event Quest ""ＵＳＪ・乱れ荒れ暴れ狂う角""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Live Ticket,Event,5,0,5,"Reward from Event Quest ""サンリオ・紅蓮の炎に抱かれて""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
