skill_tree,armor,armor_set_id,points
Evasion,Death Stench Grip S,327,-1
Frenzy Res,Death Stench Bowels S,327,5
Dragon Atk,Death Stench Bowels S,327,1
Evasion,Death Stench Bowels S,327,-3
Dragon Atk,Death Stench Heel S,327,5
Frenzy Res,Death Stench Brain R,328,4
Evasion,Death Stench Brain R,328,-3
Crit Element,Death Stench Muscle R,328,4
Attack,Death Stench Muscle R,328,-2
Frenzy Res,Death Stench Grip R,328,1
Crit Element,Death Stench Grip R,328,1
Attack,Death Stench Grip R,328,-1
Crit Element,Death Stench Bowels R,328,5
Attack,Death Stench Bowels R,328,-3
Frenzy Res,Death Stench Heel R,328,5
Evasion,Death Stench Heel R,328,-3
Water Atk,Vaik Helm S,329,2
Sharpness,Vaik Helm S,329,2
Water Atk,Vaik Mail S,329,2
Sharpness,Vaik Mail S,329,2
Water Atk,Vaik Braces S,329,5
Sharpness,Vaik Braces S,329,1
Sharpness,Vaik Faulds S,329,4
Water Atk,Vaik Greaves S,329,5
Expert,Aelucanth Vertex S,330,5
Critical Up,Aelucanth Vertex S,330,2
Attack,Aelucanth Vertex S,330,-2
Expert,Aelucanth Thorax S,330,2
Critical Up,Aelucanth Thorax S,330,1
Attack,Aelucanth Thorax S,330,-2
Expert,Aelucanth Brachia S,330,1
Critical Up,Aelucanth Brachia S,330,3
Attack,Aelucanth Brachia S,330,-2
Expert,Aelucanth Elytra S,330,5
Critical Up,Aelucanth Elytra S,330,1
Attack,Aelucanth Elytra S,330,-2
Expert,Aelucanth Crura S,330,1
Critical Up,Aelucanth Crura S,330,3
Attack,Aelucanth Crura S,330,-2
Expert,Rhopessa Vertex S,331,5
Critical Up,Rhopessa Vertex S,331,2
Attack,Rhopessa Vertex S,331,-2
Expert,Rhopessa Thorax S,331,2
Critical Up,Rhopessa Thorax S,331,1
Attack,Rhopessa Thorax S,331,-2
Expert,Rhopessa Brachia S,331,1
Critical Up,Rhopessa Brachia S,331,3
Attack,Rhopessa Brachia S,331,-2
Expert,Rhopessa Elytra S,331,5
Critical Up,Rhopessa Elytra S,331,1
Attack,Rhopessa Elytra S,331,-2
Expert,Rhopessa Crura S,331,1
Critical Up,Rhopessa Crura S,331,3
Attack,Rhopessa Crura S,331,-2
Lasting Pwr,Patissier's Toque,332,2
HotBlooded,Patissier's Toque,332,2
Hunger,Patissier's Toque,332,-2
Lasting Pwr,Patissier's Suit,332,2
HotBlooded,Patissier's Suit,332,2
Hunger,Patissier's Suit,332,-3
Lasting Pwr,Patissier's Gloves,332,2
HotBlooded,Patissier's Gloves,332,2
Hunger,Patissier's Gloves,332,-1
Lasting Pwr,Patissier's Sarong,332,2
HotBlooded,Patissier's Sarong,332,2
Hunger,Patissier's Sarong,332,-2
Lasting Pwr,Patissier's Boots,332,2
HotBlooded,Patissier's Boots,332,2
Hunger,Patissier's Boots,332,-2
Crit Status,Skalda Vertex S,333,1
Gloves Off,Skalda Vertex S,333,2
Attack,Skalda Vertex S,333,-1
Gloves Off,Skalda Thorax S,333,3
Crit Status,Skalda Brachia S,333,4
Gloves Off,Skalda Brachia S,333,1
Attack,Skalda Brachia S,333,-2
Crit Status,Skalda Elytra S,333,3
Gloves Off,Skalda Elytra S,333,3
Attack,Skalda Elytra S,333,-2
Crit Status,Skalda Crura S,333,2
Gloves Off,Skalda Crura S,333,1
Attack,Skalda Crura S,333,-1
Crit Status,Spio Vertex S,334,1
Gloves Off,Spio Vertex S,334,2
Attack,Spio Vertex S,334,-1
Gloves Off,Spio Thorax S,334,3
Crit Status,Spio Brachia S,334,4
Gloves Off,Spio Brachia S,334,1
Attack,Spio Brachia S,334,-2
Crit Status,Spio Elytra S,334,3
Gloves Off,Spio Elytra S,334,3
Attack,Spio Elytra S,334,-2
Crit Status,Spio Crura S,334,2
Gloves Off,Spio Crura S,334,1
Attack,Spio Crura S,334,-1
Destroyer,Basarios Helm,335,1
Defense,Basarios Helm,335,3
Destroyer,Basarios Mail,335,2
Defense,Basarios Mail,335,3
Destroyer,Basarios Vambraces,335,4
Defense,Basarios Tassets,335,3
Destroyer,Basarios Greaves,335,3
Defense,Basarios Greaves,335,3
Tenderizer,Malfestio Helm S,336,2
Sleep,Malfestio Helm S,336,4
Perception,Malfestio Helm S,336,1
Tenderizer,Malfestio Mail S,336,2
Sleep,Malfestio Mail S,336,1
Perception,Malfestio Mail S,336,3
Tenderizer,Malfestio Braces S,336,2
Sleep,Malfestio Braces S,336,1
Perception,Malfestio Braces S,336,2
Tenderizer,Malfestio Faulds S,336,2
Sleep,Malfestio Faulds S,336,4
Perception,Malfestio Faulds S,336,2
Tenderizer,Malfestio Greaves S,336,2
Perception,Malfestio Greaves S,336,2
Guard,Zamtrios Helm,337,3
ColdBlooded,Zamtrios Helm,337,2
Fire Res,Zamtrios Helm,337,-2
Guard,Zamtrios Mail,337,4
ColdBlooded,Zamtrios Mail,337,1
Fire Res,Zamtrios Mail,337,-3
Guard,Zamtrios Braces,337,3
ColdBlooded,Zamtrios Braces,337,2
Fire Res,Zamtrios Braces,337,-1
Guard,Zamtrios Faulds,337,2
ColdBlooded,Zamtrios Faulds,337,3
Fire Res,Zamtrios Faulds,337,-2
Guard,Zamtrios Greaves,337,1
ColdBlooded,Zamtrios Greaves,337,2
Fire Res,Zamtrios Greaves,337,-2
Rec Speed,Khezu Helm S,338,4
Rec Level,Khezu Helm S,338,1
Rec Speed,Khezu Mail S,338,3
Rec Level,Khezu Mail S,338,3
Rec Speed,Khezu Vambraces S,338,2
Rec Level,Khezu Tassets S,338,4
Rec Speed,Khezu Greaves S,338,4
Rec Level,Khezu Greaves S,338,2
Rec Level,Khezu Helm R,339,4
Combo Rate,Khezu Helm R,339,-2
Rec Speed,Khezu Mail R,339,5
Combo Rate,Khezu Mail R,339,-2
Rec Level,Khezu Braces R,339,4
Combo Rate,Khezu Braces R,339,-2
Rec Speed,Khezu Tassets R,339,3
Rec Level,Khezu Tassets R,339,1
Combo Rate,Khezu Tassets R,339,-2
Rec Speed,Khezu Greaves R,339,5
Combo Rate,Khezu Greaves R,339,-2
Status,Nerscylla Helm,340,2
Constitution,Nerscylla Helm,340,4
Stun,Nerscylla Helm,340,-2
Status,Nerscylla Mail,340,1
Constitution,Nerscylla Mail,340,3
Stun,Nerscylla Mail,340,-2
Status,Nerscylla Vambraces,340,4
Constitution,Nerscylla Vambraces,340,3
Stun,Nerscylla Vambraces,340,-2
Constitution,Nerscylla Faulds,340,2
Stun,Nerscylla Faulds,340,-2
Status,Nerscylla Greaves,340,3
Constitution,Nerscylla Greaves,340,3
Stun,Nerscylla Greaves,340,-2
Rec Level,Rathian Helm S,341,1
Health,Rathian Helm S,341,3
Rec Speed,Rathian Helm S,341,-1
Rec Level,Rathian Mail S,341,2
Health,Rathian Mail S,341,3
Rec Speed,Rathian Mail S,341,-3
Rec Level,Rathian Braces S,341,1
Health,Rathian Braces S,341,5
Rec Speed,Rathian Braces S,341,-1
Rec Level,Rathian Faulds S,341,2
Health,Rathian Faulds S,341,2
Rec Speed,Rathian Faulds S,341,-1
Rec Level,Rathian Greaves S,341,3
Health,Rathian Greaves S,341,2
Rec Speed,Rathian Greaves S,341,-2
Rec Level,EX Rathian Helm,342,1
Botany,EX Rathian Helm,342,2
Sense,EX Rathian Helm,342,-2
Rec Level,EX Rathian Mail,342,2
Botany,EX Rathian Mail,342,2
Sense,EX Rathian Mail,342,-2
Rec Level,EX Rathian Braces,342,1
Botany,EX Rathian Braces,342,3
Sense,EX Rathian Braces,342,-2
Rec Level,EX Rathian Faulds,342,3
Botany,EX Rathian Faulds,342,2
Sense,EX Rathian Faulds,342,-2
Rec Level,EX Rathian Greaves,342,3
Sense,EX Rathian Greaves,342,-2
Health,Rathian Helm R,343,5
Health,Rathian Mail R,343,3
Rec Level,Rathian Braces R,343,4
Health,Rathian Faulds R,343,5
Rec Level,Rathian Greaves R,343,4
Eating,Nibelsnarf Helm S,344,4
Eating,Nibelsnarf Mail S,344,3
Punish Draw,Nibelsnarf Mail S,344,3
Eating,Nibelsnarf Braces S,344,3
Punish Draw,Nibelsnarf Braces S,344,2
Punish Draw,Nibelsnarf Faulds S,344,4
Eating,Nibelsnarf Greaves S,344,2
Punish Draw,Nibelsnarf Greaves S,344,1
Mounting,Plesioth Helm,345,2
Vault,Plesioth Helm,345,2
Capturer,Plesioth Helm,345,3
Mounting,Plesioth Mail,345,3
Vault,Plesioth Mail,345,2
Capturer,Plesioth Mail,345,2
Mounting,Plesioth Vambraces,345,3
Vault,Plesioth Vambraces,345,2
Capturer,Plesioth Vambraces,345,3
Mounting,Plesioth Greaves,345,2
Vault,Plesioth Greaves,345,4
Capturer,Plesioth Greaves,345,2
Constitution,Blango Helm S,346,2
Ice Atk,Blango Helm S,346,3
Sheathing,Blango Helm S,346,2
Constitution,Blango Mail S,346,4
Sheathing,Blango Mail S,346,1
Constitution,Blango Vambraces S,346,2
Ice Atk,Blango Vambraces S,346,2
Sheathing,Blango Vambraces S,346,1
Constitution,Blango Tassets S,346,2
Ice Atk,Blango Tassets S,346,2
Sheathing,Blango Tassets S,346,4
Ice Atk,Blango Greaves S,346,6
Sheathing,Blango Greaves S,346,2
Constitution,EX Blango Helm,347,2
FastCharge,EX Blango Helm,347,3
Stamina,EX Blango Helm,347,-2
Constitution,EX Blango Mail,347,4
Stamina,EX Blango Mail,347,-2
Constitution,EX Blango Braces,347,2
FastCharge,EX Blango Braces,347,2
Stamina,EX Blango Braces,347,-1
Constitution,EX Blango Tassets,347,2
FastCharge,EX Blango Tassets,347,2
Stamina,EX Blango Tassets,347,-2
FastCharge,EX Blango Greaves,347,4
Guts,Lavasioth Helm,348,3
Crisis,Lavasioth Helm,348,2
Guts,Lavasioth Mail,348,1
Crisis,Lavasioth Mail,348,2
Guts,Lavasioth Braces,348,2
Crisis,Lavasioth Braces,348,3
Guts,Lavasioth Tassets,348,2
Crisis,Lavasioth Tassets,348,3
Guts,Lavasioth Greaves,348,2
Survivor,EX Lavasioth Helm,349,3
Crisis,EX Lavasioth Helm,349,2
Survivor,EX Lavasioth Mail,349,1
Crisis,EX Lavasioth Mail,349,2
Survivor,EX Lavasioth Braces,349,2
Crisis,EX Lavasioth Braces,349,3
Survivor,EX Lavasioth Tassets,349,2
Crisis,EX Lavasioth Tassets,349,3
Survivor,EX Lavasioth Greaves,349,2
Sharpness,Ceanataur Helm S,350,1
Expert,Ceanataur Helm S,350,6
Sharpness,Ceanataur Mail S,350,2
Expert,Ceanataur Mail S,350,3
Sharpness,Ceanataur Braces S,350,4
Expert,Ceanataur Braces S,350,1
Sharpness,Ceanataur Tassets S,350,2
Expert,Ceanataur Tassets S,350,4
Sharpness,Ceanataur Greaves S,350,1
Expert,Ceanataur Greaves S,350,4
Handicraft,EX Ceanataur Helm,351,1
Expert,EX Ceanataur Helm,351,5
Thunder Res,EX Ceanataur Helm,351,-2
Handicraft,EX Ceanataur Mail,351,2
Expert,EX Ceanataur Mail,351,2
Thunder Res,EX Ceanataur Mail,351,-2
Handicraft,EX Ceanataur Braces,351,3
Thunder Res,EX Ceanataur Braces,351,-2
Handicraft,EX Ceanataur Tassets,351,2
Expert,EX Ceanataur Tassets,351,3
Thunder Res,EX Ceanataur Tassets,351,-2
Handicraft,EX Ceanataur Greaves,351,2
Expert,EX Ceanataur Greaves,351,3
Thunder Res,EX Ceanataur Greaves,351,-2
Handicraft,Ceanataur Helm R,352,3
Expert,Ceanataur Helm R,352,2
Handicraft,Ceanataur Mail R,352,1
Sharpness,Ceanataur Mail R,352,3
Expert,Ceanataur Mail R,352,2
Handicraft,Ceanataur Braces R,352,3
Expert,Ceanataur Braces R,352,2
Sharpness,Ceanataur Tassets R,352,4
Expert,Ceanataur Tassets R,352,2
Handicraft,Ceanataur Greaves R,352,3
Expert,Ceanataur Greaves R,352,2
Hearing,Najarala Helm S,353,4
Capturer,Najarala Helm S,353,1
Paralysis,Najarala Helm S,353,1
Hearing,Najarala Mail S,353,3
Capturer,Najarala Mail S,353,1
Paralysis,Najarala Mail S,353,1
Hearing,Najarala Braces S,353,2
Capturer,Najarala Braces S,353,2
Paralysis,Najarala Braces S,353,3
Hearing,Najarala Faulds S,353,1
Capturer,Najarala Faulds S,353,3
Paralysis,Najarala Faulds S,353,2
Capturer,Najarala Greaves S,353,3
Paralysis,Najarala Greaves S,353,3
Evade Dist,Nargacuga Helm S,354,3
Expert,Nargacuga Helm S,354,2
Evasion,Nargacuga Helm S,354,2
Evade Dist,Nargacuga Mail S,354,2
Expert,Nargacuga Mail S,354,3
Evasion,Nargacuga Mail S,354,1
Evade Dist,Nargacuga Braces S,354,1
Expert,Nargacuga Braces S,354,3
Evasion,Nargacuga Braces S,354,1
Expert,Nargacuga Tassets S,354,2
Evade Dist,Nargacuga Greaves S,354,4
Evasion,Nargacuga Greaves S,354,1
Hearing,Garuga Helm S,355,2
Fencing,Garuga Helm S,355,3
Gathering,Garuga Helm S,355,-2
Hearing,Garuga Mail S,355,2
Fencing,Garuga Mail S,355,3
Gathering,Garuga Mail S,355,-3
Hearing,Garuga Vambraces S,355,2
Fencing,Garuga Vambraces S,355,2
Gathering,Garuga Vambraces S,355,-1
Hearing,Garuga Tassets S,355,1
Fencing,Garuga Tassets S,355,2
Gathering,Garuga Tassets S,355,-1
Hearing,Garuga Greaves S,355,3
Gathering,Garuga Greaves S,355,-3
Bleeding,Uragaan Helm S,356,5
Defense,Uragaan Helm S,356,3
Punish Draw,Uragaan Mail S,356,4
Defense,Uragaan Mail S,356,1
Punish Draw,Uragaan Vambraces S,356,1
Bleeding,Uragaan Vambraces S,356,3
Defense,Uragaan Vambraces S,356,1
Punish Draw,Uragaan Faulds S,356,2
Bleeding,Uragaan Faulds S,356,2
Defense,Uragaan Faulds S,356,2
Punish Draw,Uragaan Greaves S,356,3
Defense,Uragaan Greaves S,356,3
Critical Up,Black Belt Mail S,357,3
Gloves Off,Black Belt Mail S,357,2
Critical Up,Black Belt Tassets S,357,2
Gloves Off,Black Belt Tassets S,357,2
Guard,Guardian Helm,358,1
Sharpener,Guardian Helm,358,4
Sense,Guardian Helm,358,-2
Guard,Guardian Suit,358,3
Sharpener,Guardian Suit,358,2
Sense,Guardian Suit,358,-2
Guard,Guardian Braces,358,2
Sharpener,Guardian Braces,358,3
Sense,Guardian Braces,358,-2
Guard,Guardian Coil,358,3
Sharpener,Guardian Coil,358,1
Sense,Guardian Coil,358,-2
Guard,Guardian Boots,358,3
Sense,Guardian Boots,358,-2
Guard,Guardian Helm U,359,1
Artillery,Guardian Helm U,359,4
Sense,Guardian Helm U,359,-2
Guard,Guardian Suit U,359,3
Artillery,Guardian Suit U,359,2
Sense,Guardian Suit U,359,-2
Guard,Guardian Braces U,359,2
Artillery,Guardian Braces U,359,3
Sense,Guardian Braces U,359,-2
Guard,Guardian Coil U,359,3
Artillery,Guardian Coil U,359,1
Sense,Guardian Coil U,359,-2
Guard,Guardian Boots U,359,3
Artillery,Guardian Boots U,359,2
Sense,Guardian Boots U,359,-2
Evasion,Scholar's Beret,360,1
Maestro,Scholar's Beret,360,4
Sense,Scholar's Beret,360,-2
Evasion,Scholar's Blouse,360,3
Maestro,Scholar's Blouse,360,2
Sense,Scholar's Blouse,360,-2
Evasion,Scholar's Gloves,360,2
Maestro,Scholar's Gloves,360,3
Sense,Scholar's Gloves,360,-2
Evasion,Scholar's Skirt,360,3
Maestro,Scholar's Skirt,360,1
Sense,Scholar's Skirt,360,-2
Evasion,Scholar's Socks,360,3
Sense,Scholar's Socks,360,-2
Evasion,Sailor Hat,361,1
FastCharge,Sailor Hat,361,4
Sense,Sailor Hat,361,-2
Evasion,Sailor Suit,361,3
FastCharge,Sailor Suit,361,2
Sense,Sailor Suit,361,-2
Evasion,Sailor Gloves,361,2
FastCharge,Sailor Gloves,361,3
Sense,Sailor Gloves,361,-2
Evasion,Sailor Skirt,361,3
FastCharge,Sailor Skirt,361,1
Sense,Sailor Skirt,361,-2
Evasion,Sailor Socks,361,3
Sense,Sailor Socks,361,-2
D. Fencing,Kita Star Headdress,362,3
Attack,Kita Star Headdress,362,-3
D. Fencing,Kita Star Jacket,362,2
Attack,Kita Star Jacket,362,-2
D. Fencing,Kita Star Sleeves,362,2
Attack,Kita Star Sleeves,362,-2
D. Fencing,Kita Star Hakama,362,3
Attack,Kita Star Hakama,362,-3
Destroyer,Strange Helm,363,2
Maestro,Strange Helm,363,2
Health,Strange Helm,363,3
Destroyer,Strange Mail,363,1
Maestro,Strange Mail,363,2
Health,Strange Mail,363,3
Destroyer,Strange Vambraces,363,2
Maestro,Strange Vambraces,363,2
Health,Strange Vambraces,363,3
Destroyer,Strange Faulds,363,2
Maestro,Strange Faulds,363,2
Health,Strange Faulds,363,3
Destroyer,Strange Greaves,363,3
Maestro,Strange Greaves,363,2
Health,Strange Greaves,363,3
Attack,Booyah Jacket,364,5
Sense,Booyah Jacket,364,-5
Attack,Booyah Belt,364,5
Stam Recov,Booyah Belt,364,2
Sense,Booyah Belt,364,-3
Attack,Booyah Jeans,364,3
Stam Recov,Booyah Jeans,364,5
Sense,Booyah Jeans,364,-2
Survivor,Biker Jacket,365,10
Survivor,Rider Jacket,366,10
Potential,Black Leather Chaps,367,6
Stun,Black Leather Chaps,367,2
ColdBlooded,X Gammoth Jacket,368,3
Ranger,X Gammoth Jacket,368,5
Bubble,X Mizutsune Jacket,369,3
Ranger,X Mizutsune Jacket,369,5
Grinder,X Dino Jacket,370,3
Ranger,X Dino Jacket,370,5
Chain Crit,X Astalos Jacket,371,3
Ranger,X Astalos Jacket,371,5
Reload Spd,Alloy Cap S,371,3
Wind Res,Alloy Cap S,371,3
Expert,Alloy Cap S,371,3
Reload Spd,Alloy Vest S,371,2
Wind Res,Alloy Vest S,371,1
Expert,Alloy Vest S,371,2
Reload Spd,Alloy Guards S,371,4
Wind Res,Alloy Guards S,371,3
Expert,Alloy Guards S,371,1
Wind Res,Alloy Coat S,371,3
Expert,Alloy Coat S,371,1
Reload Spd,Alloy Leggings S,371,1
Expert,Alloy Leggings S,371,1
Expert,Alloy Cap R,372,7
Reload Spd,Alloy Vest R,372,4
Recoil,Alloy Vest R,372,-2
Wind Res,Alloy Guards R,372,5
Fate,Alloy Guards R,372,-2
Expert,Alloy Coat R,372,5
Reload Spd,Alloy Leggings R,372,6
Recoil,Alloy Leggings R,372,-3
Attack,Battle Cap S,373,3
Anti-Theft,Battle Cap S,373,2
Recoil,Battle Vest S,373,2
Anti-Theft,Battle Vest S,373,3
Recoil,Battle Guards S,373,1
Attack,Battle Guards S,373,2
Anti-Theft,Battle Guards S,373,1
Recoil,Battle Coat S,373,4
Attack,Battle Coat S,373,1
Anti-Theft,Battle Coat S,373,3
Recoil,Battle Leggings S,373,3
Anti-Theft,Battle Leggings S,373,1
Ice Atk,Ingot Cap S,374,5
Wind Res,Ingot Vest S,374,4
Ice Atk,Ingot Vest S,374,2
Fate,Ingot Vest S,374,-2
Ice Atk,Ingot Guards S,374,5
Wind Res,Ingot Coat S,374,1
Ice Atk,Ingot Coat S,374,1
Fate,Ingot Coat S,374,-1
Wind Res,Ingot Leggings S,374,7
Fate,Ingot Leggings S,374,-3
Wind Res,Ingot Cap R,375,5
Fate,Ingot Cap R,375,-2
Ice Atk,Ingot Vest R,375,5
Wind Res,Ingot Guards R,375,3
Ice Atk,Ingot Guards R,375,2
Fate,Ingot Guards R,375,-2
Wind Res,Ingot Coat R,375,5
Fate,Ingot Coat R,375,-2
Ice Atk,Ingot Leggings R,375,7
Hearing,High Metal Cap S,376,4
Thunder Res,High Metal Cap S,376,2
Protection,High Metal Cap S,376,-3
Hearing,High Metal Vest S,376,1
Thunder Res,High Metal Vest S,376,4
Hearing,High Metal Guards S,376,2
Thunder Res,High Metal Guards S,376,3
Protection,High Metal Guards S,376,-1
Hearing,High Metal Coat S,376,2
Thunder Res,High Metal Coat S,376,1
Protection,High Metal Coat S,376,-1
Hearing,High Metal Leggings S,376,1
Thunder Res,High Metal Leggings S,376,5
Hearing,High Metal Cap U,377,7
Protection,High Metal Cap U,377,-3
Heavy Up,High Metal Vest U,377,3
Expert,High Metal Vest U,377,-3
Hearing,High Metal Guards U,377,1
Heavy Up,High Metal Guards U,377,2
Expert,High Metal Guards U,377,-3
Heavy Up,High Metal Coat U,377,5
Expert,High Metal Coat U,377,-4
Hearing,High Metal Leggings U,377,3
Protection,High Metal Leggings U,377,-2
Dragon Atk,Pink Metal Feet,378,7
Light Eater,Lobster Cap,379,3
Bubble,Lobster Cap,379,2
Thunder Res,Lobster Cap,379,-3
Light Eater,Lobster Vest,379,2
Bubble,Lobster Vest,379,2
Thunder Res,Lobster Vest,379,-3
Light Eater,Lobster Guards,379,2
Bubble,Lobster Guards,379,2
Thunder Res,Lobster Guards,379,-3
Light Eater,Lobster Coat,379,1
Bubble,Lobster Coat,379,2
Thunder Res,Lobster Coat,379,-3
Light Eater,Lobster Leggings,379,2
Bubble,Lobster Leggings,379,2
Thunder Res,Lobster Leggings,379,-3
Attack,Obituary Clypeus S,380,4
Constitution,Obituary Clypeus S,380,3
Stamina,Obituary Clypeus S,380,-1
Constitution,Obituary Pleuron S,380,2
Stamina,Obituary Pleuron S,380,-1
Attack,Obituary Manus S,380,5
Constitution,Obituary Alae S,380,3
Stamina,Obituary Alae S,380,-1
Attack,Obituary Tarsi S,380,3
Constitution,Obituary Tarsi S,380,3
Stamina,Obituary Tarsi S,380,-2
Attack,Butterfly Clypeus S,381,4
Constitution,Butterfly Clypeus S,381,3
Stamina,Butterfly Clypeus S,381,-1
Constitution,Butterfly Pleuron S,381,2
Stamina,Butterfly Pleuron S,381,-1
Attack,Butterfly Manus S,381,5
Constitution,Butterfly Alae S,381,3
Stamina,Butterfly Alae S,381,-1
Attack,Butterfly Tarsi S,381,3
Constitution,Butterfly Tarsi S,381,3
Stamina,Butterfly Tarsi S,381,-2
Frenzy Res,Death Stench Soul S,382,3
Dragon Atk,Death Stench Soul S,382,2
Evasion,Death Stench Soul S,382,-2
Dragon Atk,Death Stench Heart S,382,3
Frenzy Res,Death Stench Grasp S,382,2
Evasion,Death Stench Grasp S,382,-1
Frenzy Res,Death Stench Belly S,382,5
Dragon Atk,Death Stench Belly S,382,1
Evasion,Death Stench Belly S,382,-3
Dragon Atk,Death Stench March S,382,5
Frenzy Res,Death Stench Soul R,383,5
Evasion,Death Stench Soul R,383,-3
Crit Element,Death Stench Heart R,383,4
Attack,Death Stench Heart R,383,-2
Frenzy Res,Death Stench Grasp R,383,1
Crit Element,Death Stench Grasp R,383,1
Attack,Death Stench Grasp R,383,-1
Crit Element,Death Stench Belly R,383,5
Attack,Death Stench Belly R,383,-3
Frenzy Res,Death Stench March R,383,4
Evasion,Death Stench March R,383,-3
Water Atk,Vaik Cap S,384,2
Ammo Saver,Vaik Cap S,384,3
Water Atk,Vaik Vest S,384,2
Ammo Saver,Vaik Vest S,384,1
Water Atk,Vaik Guards S,384,5
Ammo Saver,Vaik Guards S,384,1
Ammo Saver,Vaik Coat S,384,4
Water Atk,Vaik Leggings S,384,5
Expert,Aelucanth Clypeus S,385,6
Critical Up,Aelucanth Clypeus S,385,2
Attack,Aelucanth Clypeus S,385,-2
Expert,Aelucanth Pleuron S,385,2
Critical Up,Aelucanth Pleuron S,385,1
Attack,Aelucanth Pleuron S,385,-2
Expert,Aelucanth Manus S,385,1
Critical Up,Aelucanth Manus S,385,3
Attack,Aelucanth Manus S,385,-2
Expert,Aelucanth Alae S,385,4
Critical Up,Aelucanth Alae S,385,1
Attack,Aelucanth Alae S,385,-2
Expert,Aelucanth Tarsi S,385,1
Critical Up,Aelucanth Tarsi S,385,3
Attack,Aelucanth Tarsi S,385,-2
Expert,Rhopessa Clypeus S,386,6
Critical Up,Rhopessa Clypeus S,386,2
Attack,Rhopessa Clypeus S,386,-2
Expert,Rhopessa Pleuron S,386,2
Critical Up,Rhopessa Pleuron S,386,1
Attack,Rhopessa Pleuron S,386,-2
Expert,Rhopessa Manus S,386,1
Critical Up,Rhopessa Manus S,386,3
Attack,Rhopessa Manus S,386,-2
Expert,Rhopessa Alae S,386,4
Critical Up,Rhopessa Alae S,386,1
Attack,Rhopessa Alae S,386,-2
Expert,Rhopessa Tarsi S,386,1
Critical Up,Rhopessa Tarsi S,386,3
Attack,Rhopessa Tarsi S,386,-2
Lasting Pwr,Patissier's Cap,387,3
HotBlooded,Patissier's Cap,387,2
Hunger,Patissier's Cap,387,-2
Lasting Pwr,Patissier's Vest,387,2
HotBlooded,Patissier's Vest,387,2
Hunger,Patissier's Vest,387,-3
Lasting Pwr,Patissier's Mitts,387,2
HotBlooded,Patissier's Mitts,387,2
Hunger,Patissier's Mitts,387,-1
Lasting Pwr,Patissier's Apron,387,1
HotBlooded,Patissier's Apron,387,2
Hunger,Patissier's Apron,387,-2
Lasting Pwr,Patissier's Footwear,387,2
HotBlooded,Patissier's Footwear,387,2
Hunger,Patissier's Footwear,387,-2
Crit Status,Skalda Clypeus S,388,2
Gloves Off,Skalda Clypeus S,388,2
Attack,Skalda Clypeus S,388,-1
Gloves Off,Skalda Pleuron S,388,3
Crit Status,Skalda Manus S,388,3
Gloves Off,Skalda Manus S,388,1
Attack,Skalda Manus S,388,-2
Crit Status,Skalda Alae S,388,3
Gloves Off,Skalda Alae S,388,3
Attack,Skalda Alae S,388,-2
Crit Status,Skalda Tarsi S,388,2
Gloves Off,Skalda Tarsi S,388,1
Attack,Skalda Tarsi S,388,-1
Crit Status,Spio Clypeus S,389,2
Gloves Off,Spio Clypeus S,389,2
Attack,Spio Clypeus S,389,-1
Gloves Off,Spio Pleuron S,389,3
Crit Status,Spio Manus S,389,3
Gloves Off,Spio Manus S,389,1
Attack,Spio Manus S,389,-2
Crit Status,Spio Alae S,389,3
Gloves Off,Spio Alae S,389,3
Attack,Spio Alae S,389,-2
Crit Status,Spio Tarsi S,389,2
Gloves Off,Spio Tarsi S,389,1
Attack,Spio Tarsi S,389,-1
Destroyer,Basarios Cap,390,2
Defense,Basarios Cap,390,3
Destroyer,Basarios Vest,390,2
Defense,Basarios Vest,390,3
Destroyer,Basarios Guards,390,3
Defense,Basarios Coat,390,3
Destroyer,Basarios Leggings,390,3
Defense,Basarios Leggings,390,3
Tenderizer,Malfestio Cap S,391,3
Sleep,Malfestio Cap S,391,4
Perception,Malfestio Cap S,391,1
Tenderizer,Malfestio Vest S,391,2
Sleep,Malfestio Vest S,391,1
Perception,Malfestio Vest S,391,3
Tenderizer,Malfestio Guards S,391,2
Sleep,Malfestio Guards S,391,1
Perception,Malfestio Guards S,391,2
Tenderizer,Malfestio Coat S,391,2
Sleep,Malfestio Coat S,391,4
Perception,Malfestio Coat S,391,2
Tenderizer,Malfestio Leggings S,391,1
Perception,Malfestio Leggings S,391,2
Recoil,Zamtrios Cap,392,3
ColdBlooded,Zamtrios Cap,392,2
Fire Res,Zamtrios Cap,392,-2
Recoil,Zamtrios Vest,392,4
ColdBlooded,Zamtrios Vest,392,1
Fire Res,Zamtrios Vest,392,-3
Recoil,Zamtrios Guards,392,3
ColdBlooded,Zamtrios Guards,392,2
Fire Res,Zamtrios Guards,392,-1
Recoil,Zamtrios Coat,392,2
ColdBlooded,Zamtrios Coat,392,3
Fire Res,Zamtrios Coat,392,-2
Recoil,Zamtrios Leggings,392,1
ColdBlooded,Zamtrios Leggings,392,2
Fire Res,Zamtrios Leggings,392,-2
Rec Speed,Khezu Cap S,393,5
Rec Level,Khezu Cap S,393,1
Rec Speed,Khezu Vest S,393,2
Rec Level,Khezu Vest S,393,3
Rec Speed,Khezu Guards S,393,2
Rec Level,Khezu Coat S,393,4
Rec Speed,Khezu Leggings S,393,4
Rec Level,Khezu Leggings S,393,2
